aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts,city_name
145,907.0,2025-03-02:17,52.0,4.6,144.0,52.0,39.0,2025-03-02T22:30:00,2025-03-02T17:00:00,1740934800,Hyderabad
152,72.9,2025-03-02:16,34.7,19.5,87.3,54.69,26.1,2025-03-02T21:30:00,2025-03-02T16:00:00,1740931200,Hyderabad
126,796.0,2025-03-02:15,45.0,11.1,128.0,45.0,41.0,2025-03-02T20:30:00,2025-03-02T15:00:00,1740927600,Hyderabad
150,49.6,2025-03-02:14,34.8,24.7,85.6,55.46,27.2,2025-03-02T19:30:00,2025-03-02T14:00:00,1740924000,Hyderabad
126,665.0,2025-03-02:13,30.0,32.4,114.0,45.0,39.0,2025-03-02T18:30:00,2025-03-02T13:00:00,1740920400,Hyderabad
140,616.5,2025-03-02:12,25.6,35.5,73.6,50.08,26.2,2025-03-02T17:30:00,2025-03-02T12:00:00,1740916800,Hyderabad
500,665.0,2025-03-02:11,30.0,35.8,654.0,45.0,39.0,2025-03-02T16:30:00,2025-03-02T11:00:00,1740913200,Hyderabad
135,45.5,2025-03-02:10,24.5,36.7,71.8,48.46,25.5,2025-03-02T15:30:00,2025-03-02T10:00:00,1740909600,Hyderabad
118,655.0,2025-03-02:09,41.0,13.2,60.0,42.0,23.0,2025-03-02T14:30:00,2025-03-02T09:00:00,1740906000,Hyderabad
129,34.8,2025-03-02:08,23.5,33.8,69.8,46.31,25.9,2025-03-02T13:30:00,2025-03-02T08:00:00,1740902400,Hyderabad
129,1554.2,2025-03-02:07,30.3,29.8,57.5,46.0,27.1,2025-03-02T12:30:00,2025-03-02T07:00:00,1740898800,Hyderabad
150,2003.8,2025-03-02:06,24.9,38.1,79.6,53.75,29.1,2025-03-02T11:30:00,2025-03-02T06:00:00,1740895200,Hyderabad
118,625.0,2025-03-02:05,39.0,13.4,66.0,42.0,24.0,2025-03-02T10:30:00,2025-03-02T05:00:00,1740891600,Hyderabad
138,13.5,2025-03-02:04,46.8,25.4,79.4,49.38,24.9,2025-03-02T09:30:00,2025-03-02T04:00:00,1740888000,Hyderabad
129,81.0,2025-03-02:03,250.0,10.2,130.0,46.0,5.0,2025-03-02T08:30:00,2025-03-02T03:00:00,1740884400,Hyderabad
144,880.8,2025-03-02:02,29.5,17.9,75.8,51.62,23.5,2025-03-02T07:30:00,2025-03-02T02:00:00,1740880800,Hyderabad
137,614.2,2025-03-02:01,102.1,13.1,92.8,49.28,16.4,2025-03-02T06:30:00,2025-03-02T01:00:00,1740877200,Hyderabad
142,880.8,2025-03-02:00,28.2,14.6,74.2,50.92,22.1,2025-03-02T05:30:00,2025-03-02T00:00:00,1740873600,Hyderabad
129,600.5,2025-03-01:23,67.4,14.2,57.5,46.0,15.4,2025-03-02T04:30:00,2025-03-01T23:00:00,1740870000,Hyderabad
134,880.8,2025-03-01:22,25.2,14.4,70.2,48.15,21.0,2025-03-02T03:30:00,2025-03-01T22:00:00,1740866400,Hyderabad
118,40.0,2025-03-01:21,146.0,13.3,144.0,42.0,2.0,2025-03-02T02:30:00,2025-03-01T21:00:00,1740862800,Hyderabad
138,4743.6,2025-03-01:20,39.4,14.5,79.0,49.64,23.1,2025-03-02T01:30:00,2025-03-01T20:00:00,1740859200,Hyderabad
118,363.0,2025-03-01:19,358.0,10.9,176.0,42.0,24.0,2025-03-02T00:30:00,2025-03-01T19:00:00,1740855600,Hyderabad
161,817.9,2025-03-01:18,28.6,15.9,91.6,63.93,25.0,2025-03-01T23:30:00,2025-03-01T18:00:00,1740852000,Hyderabad
118,292.0,2025-03-01:17,339.0,10.5,160.0,42.0,20.0,2025-03-01T22:30:00,2025-03-01T17:00:00,1740848400,Hyderabad
159,56.8,2025-03-01:16,35.1,14.3,91.8,62.29,24.7,2025-03-01T21:30:00,2025-03-01T16:00:00,1740844800,Hyderabad
155,564.0,2025-03-01:15,153.0,6.7,174.0,59.0,14.0,2025-03-01T20:30:00,2025-03-01T15:00:00,1740841200,Hyderabad
165,43.9,2025-03-01:14,35.0,17.6,98.1,66.93,24.6,2025-03-01T19:30:00,2025-03-01T14:00:00,1740837600,Hyderabad
155,524.0,2025-03-01:13,33.0,7.4,92.0,59.0,27.0,2025-03-01T18:30:00,2025-03-01T13:00:00,1740834000,Hyderabad
160,899.6,2025-03-01:12,25.8,30.0,90.2,63.29,28.8,2025-03-01T17:30:00,2025-03-01T12:00:00,1740830400,Hyderabad
