aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts,city_name
172,47.0,2025-03-03:07,32.5,38.8,102.0,72.0,37.0,2025-03-03T12:30:00,2025-03-03T07:00:00,1740985200,Ahmedabad
172,111.3,2025-03-03:06,82.0,21.8,105.7,71.67,37.7,2025-03-03T11:30:00,2025-03-03T06:00:00,1740981600,Ahmedabad
170,46.4,2025-03-03:05,37.4,37.6,98.0,70.71,50.6,2025-03-03T10:30:00,2025-03-03T05:00:00,1740978000,Ahmedabad
170,35.6,2025-03-03:04,60.0,28.2,99.9,70.75,47.9,2025-03-03T09:30:00,2025-03-03T04:00:00,1740974400,Ahmedabad
172,214.8,2025-03-03:03,101.8,28.1,109.3,72.25,55.0,2025-03-03T08:30:00,2025-03-03T03:00:00,1740970800,Ahmedabad
162,60.9,2025-03-03:02,62.4,9.8,92.1,64.75,45.0,2025-03-03T07:30:00,2025-03-03T02:00:00,1740967200,Ahmedabad
170,69.3,2025-03-03:01,86.5,15.9,101.2,70.33,76.3,2025-03-03T06:30:00,2025-03-03T01:00:00,1740963600,Ahmedabad
168,9977.9,2025-03-03:00,48.3,13.7,94.9,69.0,52.0,2025-03-03T05:30:00,2025-03-03T00:00:00,1740960000,Ahmedabad
159,23.8,2025-03-02:23,56.3,23.8,86.8,62.5,80.0,2025-03-03T04:30:00,2025-03-02T23:00:00,1740956400,Ahmedabad
180,88.3,2025-03-02:22,64.5,13.1,120.3,77.75,35.5,2025-03-03T03:30:00,2025-03-02T22:00:00,1740952800,Ahmedabad
190,41.5,2025-03-02:21,38.8,26.4,122.9,85.3,51.4,2025-03-03T02:30:00,2025-03-02T21:00:00,1740949200,Ahmedabad
213,51.7,2025-03-02:20,52.7,23.5,148.3,102.44,43.0,2025-03-03T01:30:00,2025-03-02T20:00:00,1740945600,Ahmedabad
242,609.5,2025-03-02:19,207.0,3.5,317.0,124.5,116.5,2025-03-03T00:30:00,2025-03-02T19:00:00,1740942000,Ahmedabad
160,1001.9,2025-03-02:18,71.8,8.4,213.8,160.13,51.0,2025-03-02T23:30:00,2025-03-02T18:00:00,1740938400,Ahmedabad
264,645.5,2025-03-02:17,202.0,4.8,217.3,141.25,71.3,2025-03-02T22:30:00,2025-03-02T17:00:00,1740934800,Ahmedabad
212,396.7,2025-03-02:16,125.3,7.4,150.3,102.14,25.1,2025-03-02T21:30:00,2025-03-02T16:00:00,1740931200,Ahmedabad
218,441.5,2025-03-02:15,180.7,5.4,161.8,106.83,40.0,2025-03-02T20:30:00,2025-03-02T15:00:00,1740927600,Ahmedabad
193,264.4,2025-03-02:14,129.2,9.0,141.0,87.4,12.5,2025-03-02T19:30:00,2025-03-02T14:00:00,1740924000,Ahmedabad
184,23.4,2025-03-02:13,52.6,22.3,113.3,80.75,22.4,2025-03-02T18:30:00,2025-03-02T13:00:00,1740920400,Ahmedabad
157,763.3,2025-03-02:12,43.0,39.8,81.3,61.0,30.7,2025-03-02T17:30:00,2025-03-02T12:00:00,1740916800,Ahmedabad
160,47.6,2025-03-02:11,39.1,39.4,92.9,62.57,24.1,2025-03-02T16:30:00,2025-03-02T11:00:00,1740913200,Ahmedabad
162,18.1,2025-03-02:10,38.0,29.7,91.4,64.11,36.9,2025-03-02T15:30:00,2025-03-02T10:00:00,1740909600,Ahmedabad
174,18.4,2025-03-02:09,44.0,54.4,109.0,73.6,35.8,2025-03-02T14:30:00,2025-03-02T09:00:00,1740906000,Ahmedabad
175,21.4,2025-03-02:08,35.8,38.2,106.0,74.56,35.2,2025-03-02T13:30:00,2025-03-02T08:00:00,1740902400,Ahmedabad
182,45.5,2025-03-02:07,46.0,56.8,119.8,79.5,45.8,2025-03-02T12:30:00,2025-03-02T07:00:00,1740898800,Ahmedabad
173,572.5,2025-03-02:06,26.6,36.9,96.8,72.38,39.6,2025-03-02T11:30:00,2025-03-02T06:00:00,1740895200,Ahmedabad
179,73.0,2025-03-02:05,57.4,52.3,113.0,77.2,72.6,2025-03-02T10:30:00,2025-03-02T05:00:00,1740891600,Ahmedabad
179,70.7,2025-03-02:04,69.8,23.4,112.0,77.33,38.8,2025-03-02T09:30:00,2025-03-02T04:00:00,1740888000,Ahmedabad
171,67.1,2025-03-02:03,42.6,32.5,101.3,71.5,55.5,2025-03-02T08:30:00,2025-03-02T03:00:00,1740884400,Ahmedabad
177,74.6,2025-03-02:02,73.2,8.4,110.6,75.8,34.0,2025-03-02T07:30:00,2025-03-02T02:00:00,1740880800,Ahmedabad
176,16.6,2025-03-02:01,38.7,16.6,101.7,74.6,29.9,2025-03-02T06:30:00,2025-03-02T01:00:00,1740877200,Ahmedabad
177,14.3,2025-03-02:00,38.7,16.7,103.4,75.9,35.1,2025-03-02T05:30:00,2025-03-02T00:00:00,1740873600,Ahmedabad
181,60.8,2025-03-01:23,81.8,21.4,119.0,79.0,38.2,2025-03-02T04:30:00,2025-03-01T23:00:00,1740870000,Ahmedabad
197,58.3,2025-03-01:22,50.3,11.6,137.6,90.88,40.6,2025-03-02T03:30:00,2025-03-01T22:00:00,1740866400,Ahmedabad
224,56.6,2025-03-01:21,55.6,16.4,164.9,111.29,48.9,2025-03-02T02:30:00,2025-03-01T21:00:00,1740862800,Ahmedabad
250,270.4,2025-03-01:20,121.4,7.8,196.8,131.0,60.6,2025-03-02T01:30:00,2025-03-01T20:00:00,1740859200,Ahmedabad
193,147.8,2025-03-01:19,36.6,16.7,118.4,88.13,52.6,2025-03-02T00:30:00,2025-03-01T19:00:00,1740855600,Ahmedabad
200,151.8,2025-03-01:18,124.5,2.0,133.3,93.25,44.0,2025-03-01T23:30:00,2025-03-01T18:00:00,1740852000,Ahmedabad
210,77.7,2025-03-01:17,73.5,6.4,147.0,100.36,40.7,2025-03-01T22:30:00,2025-03-01T17:00:00,1740848400,Ahmedabad
210,147.2,2025-03-01:16,86.6,9.4,137.7,100.73,33.7,2025-03-01T21:30:00,2025-03-01T16:00:00,1740844800,Ahmedabad
214,789.3,2025-03-01:15,164.0,4.6,148.5,103.75,31.3,2025-03-01T20:30:00,2025-03-01T15:00:00,1740841200,Ahmedabad
164,110.1,2025-03-01:14,87.7,6.3,95.0,66.17,22.4,2025-03-01T19:30:00,2025-03-01T14:00:00,1740837600,Ahmedabad
182,384.0,2025-03-01:13,94.0,11.3,129.3,79.33,54.7,2025-03-01T18:30:00,2025-03-01T13:00:00,1740834000,Ahmedabad
154,381.7,2025-03-01:12,48.3,9.7,78.3,58.67,37.0,2025-03-01T17:30:00,2025-03-01T12:00:00,1740830400,Ahmedabad
